sub_score,Percentage of negative
247,1.0
248,0.972972972972973
249,1.0
250,0.9615384615384616
251,0.9354838709677419
252,0.9310344827586207
253,0.9782608695652174
254,0.9803921568627451
255,1.0
256,0.9354838709677419
257,1.0
258,0.9696969696969697
259,1.0
260,0.9
261,1.0
262,0.8181818181818182
263,1.0
264,1.0
265,1.0
266,0.9333333333333333
267,0.9375
268,1.0
269,0.972972972972973
270,0.9696969696969697
271,1.0
272,1.0
273,0.96875
274,1.0
275,1.0
276,0.8888888888888888
277,0.9512195121951219
278,1.0
279,0.9666666666666667
280,0.9523809523809523
281,0.96875
282,0.9777777777777777
283,0.9791666666666666
284,1.0
285,1.0
286,1.0
287,0.9375
288,0.9545454545454546
289,0.9736842105263158
290,1.0
291,0.9454545454545454
292,1.0
293,1.0
294,0.9117647058823529
295,0.9230769230769231
296,1.0
297,0.967741935483871
298,1.0
299,0.975
300,0.9722222222222222
301,0.8666666666666667
302,0.972972972972973
303,0.9565217391304348
304,1.0
305,0.9473684210526315
306,0.9428571428571428
307,1.0
308,0.875
309,1.0
310,1.0
311,1.0
312,0.9615384615384616
313,1.0
314,1.0
315,0.92
316,1.0
317,0.9629629629629629
318,0.9411764705882353
319,0.9333333333333333
320,0.9655172413793104
321,0.9285714285714286
322,0.9615384615384616
323,1.0
324,1.0
325,0.9642857142857143
326,1.0
327,0.925
328,0.9142857142857143
329,0.896551724137931
330,0.9444444444444444
331,1.0
332,1.0
333,1.0
334,1.0
335,0.92
336,1.0
337,0.9666666666666667
338,0.96875
339,0.9767441860465116
340,0.9696969696969697
341,1.0
342,0.9565217391304348
343,1.0
344,0.9655172413793104
345,1.0
346,0.92
347,1.0
348,1.0
349,0.9285714285714286
350,1.0
351,1.0
352,1.0
353,0.9473684210526315
354,1.0
355,0.9354838709677419
356,1.0
357,1.0
358,1.0
359,0.9473684210526315
360,0.9523809523809523
361,1.0
362,1.0
363,1.0
364,0.9047619047619048
365,0.975
366,0.9523809523809523
367,1.0
368,0.9565217391304348
369,1.0
370,1.0
371,1.0
372,1.0
373,0.9210526315789473
374,1.0
375,0.9666666666666667
376,0.9655172413793104
377,1.0
378,0.9615384615384616
379,1.0
380,1.0
381,0.9565217391304348
382,0.96
383,1.0
384,1.0
385,0.9259259259259259
386,0.9545454545454546
387,1.0
388,0.9285714285714286
389,0.9166666666666666
390,1.0
391,0.8787878787878788
392,1.0
393,0.8947368421052632
394,0.96
395,0.9583333333333334
396,1.0
397,0.9655172413793104
398,0.95
399,0.9545454545454546
400,0.9615384615384616
401,0.972972972972973
402,1.0
403,1.0
404,1.0
405,0.9333333333333333
406,1.0
407,1.0
408,1.0
409,0.9615384615384616
410,0.9629629629629629
411,0.9615384615384616
412,1.0
413,1.0
414,1.0
415,1.0
416,1.0
417,0.9545454545454546
418,0.95
419,1.0
420,0.96875
421,1.0
422,1.0
423,1.0
424,0.9666666666666667
425,0.8823529411764706
426,0.9047619047619048
427,0.9642857142857143
428,0.90625
429,0.9666666666666667
430,1.0
431,0.96
432,0.9310344827586207
433,0.9523809523809523
434,0.9615384615384616
435,0.9090909090909091
436,1.0
437,0.9333333333333333
438,0.9473684210526315
439,0.96
440,1.0
441,0.9615384615384616
442,1.0
443,1.0
444,1.0
445,0.9661016949152542
446,0.9545454545454546
447,0.9629629629629629
448,1.0
449,0.8620689655172413
450,1.0
451,1.0
452,1.0
453,1.0
454,0.96
455,1.0
456,0.9705882352941176
457,1.0
458,1.0
459,1.0
460,0.9642857142857143
461,1.0
462,0.9473684210526315
463,1.0
464,0.9655172413793104
465,0.8461538461538461
466,0.9425287356321839
467,0.9655172413793104
468,0.9565217391304348
469,1.0
470,1.0
471,0.85
472,0.967741935483871
473,0.9166666666666666
474,0.9696969696969697
475,1.0
476,0.9545454545454546
477,1.0
478,1.0
479,1.0
480,0.9696969696969697
481,0.9375
482,1.0
483,1.0
484,1.0
485,0.9615384615384616
486,0.875
487,1.0
488,0.9642857142857143
489,0.9310344827586207
490,0.9545454545454546
491,0.95
492,0.9473684210526315
493,0.9655172413793104
494,1.0
495,1.0
496,0.9473684210526315
497,0.9411764705882353
498,0.9393939393939394
499,1.0
500,1.0
501,0.96875
502,1.0
503,0.9375
504,1.0
505,0.9705882352941176
506,1.0
507,1.0
508,0.96
509,1.0
510,0.9285714285714286
511,1.0
512,0.9444444444444444
513,1.0
514,1.0
515,1.0
516,1.0
517,1.0
518,0.9629629629629629
519,0.9285714285714286
520,1.0
521,1.0
522,0.9354838709677419
523,0.9444444444444444
524,0.9642857142857143
525,1.0
526,0.9523809523809523
527,0.95
528,0.9473684210526315
529,0.9529411764705882
530,1.0
531,0.9130434782608695
532,0.9607843137254902
533,0.9545454545454546
534,1.0
535,0.9130434782608695
536,1.0
537,1.0
538,1.0
539,0.9629629629629629
540,1.0
541,0.9666666666666667
542,1.0
543,1.0
544,1.0
545,1.0
546,1.0
547,1.0
548,1.0
549,0.9545454545454546
550,0.9642857142857143
551,1.0
552,0.9545454545454546
553,1.0
554,1.0
555,1.0
556,0.9473684210526315
557,1.0
558,0.96
559,1.0
560,1.0
561,1.0
562,1.0
563,1.0
564,0.8666666666666667
565,0.875
566,1.0
567,1.0
568,0.8928571428571429
569,1.0
570,1.0
571,0.9259259259259259
572,1.0
573,1.0
574,0.984375
575,1.0
576,0.9333333333333333
577,1.0
578,0.922077922077922
579,1.0
580,1.0
581,0.9130434782608695
582,0.9
583,0.9230769230769231
584,1.0
585,1.0
586,1.0
587,1.0
588,1.0
589,0.875
590,0.8421052631578947
591,0.9375
592,1.0
593,1.0
594,0.96
595,0.9411764705882353
596,1.0
597,0.9285714285714286
598,1.0
599,1.0
600,1.0
601,1.0
602,1.0
603,1.0
604,1.0
605,0.9
606,1.0
607,1.0
608,1.0
609,0.8823529411764706
610,0.8620689655172413
611,1.0
612,0.9344262295081968
613,0.9090909090909091
614,0.9285714285714286
615,0.9705882352941176
616,0.896551724137931
617,0.9411764705882353
618,1.0
619,1.0
620,0.9166666666666666
621,1.0
622,1.0
623,0.9473684210526315
624,1.0
625,0.9655172413793104
626,0.8823529411764706
627,0.9
628,1.0
629,0.9444444444444444
630,0.9583333333333334
631,1.0
632,0.8823529411764706
633,0.9629629629629629
634,1.0
635,0.9629629629629629
636,1.0
637,0.9166666666666666
638,0.9285714285714286
639,1.0
640,0.9545454545454546
641,1.0
642,0.9565217391304348
643,1.0
644,1.0
645,1.0
646,1.0
647,0.7894736842105263
648,1.0
649,1.0
650,0.96
651,0.9333333333333333
652,1.0
653,1.0
654,0.9714285714285714
655,1.0
656,0.9333333333333333
657,0.96
658,1.0
659,1.0
660,0.9333333333333333
661,0.9545454545454546
662,1.0
663,1.0
664,0.8333333333333334
665,0.8888888888888888
666,1.0
667,1.0
668,0.9523809523809523
669,0.9047619047619048
670,1.0
671,1.0
672,1.0
673,1.0
674,1.0
675,0.9523809523809523
676,1.0
677,1.0
678,1.0
679,1.0
680,1.0
681,1.0
682,1.0
683,1.0
684,1.0
685,0.9333333333333333
686,1.0
687,1.0
688,0.9444444444444444
689,1.0
690,1.0
691,1.0
692,0.9444444444444444
693,0.9473684210526315
694,0.9444444444444444
695,0.8333333333333334
696,1.0
697,0.9629629629629629
698,1.0
699,0.9803921568627451
700,0.896551724137931
701,1.0
702,0.9523809523809523
703,1.0
704,0.9473684210526315
705,1.0
706,0.9411764705882353
707,1.0
708,1.0
709,1.0
710,1.0
711,1.0
712,1.0
713,0.9545454545454546
714,0.9166666666666666
715,0.9375
716,1.0
717,0.8695652173913043
718,0.9130434782608695
719,1.0
720,1.0
721,1.0
722,0.9333333333333333
723,1.0
724,1.0
725,1.0
726,1.0
727,0.8571428571428571
728,0.8888888888888888
729,1.0
730,1.0
731,0.9473684210526315
732,0.8947368421052632
733,1.0
734,1.0
735,1.0
736,1.0
737,0.95
738,0.9130434782608695
739,0.9444444444444444
740,0.9583333333333334
741,0.9655172413793104
742,0.9310344827586207
743,0.9090909090909091
744,0.8787878787878788
745,1.0
746,1.0
747,1.0
748,1.0
749,1.0
750,1.0
751,1.0
752,1.0
753,0.8571428571428571
754,0.9615384615384616
755,0.9375
756,1.0
757,1.0
758,1.0
759,0.9090909090909091
760,0.9444444444444444
761,0.9423076923076923
762,0.875
763,1.0
764,1.0
765,0.9375
766,1.0
767,0.9285714285714286
768,0.9
769,1.0
770,0.8571428571428571
771,0.9230769230769231
772,0.9333333333333333
773,1.0
774,0.9375
775,1.0
776,1.0
777,1.0
778,0.9375
779,1.0
780,1.0
781,1.0
782,1.0
783,1.0
784,1.0
785,1.0
786,1.0
787,0.8695652173913043
788,1.0
789,0.9375
790,1.0
791,1.0
792,1.0
793,1.0
794,0.9166666666666666
795,0.9333333333333333
796,1.0
797,0.8888888888888888
798,1.0
799,1.0
800,0.9393939393939394
801,0.9411764705882353
802,1.0
803,0.9565217391304348
804,0.9523809523809523
805,1.0
806,1.0
807,0.9375
808,0.9629629629629629
809,1.0
810,1.0
811,0.95
812,0.9565217391304348
813,0.9411764705882353
814,1.0
815,1.0
816,1.0
817,1.0
818,0.8888888888888888
819,1.0
820,1.0
821,0.8666666666666667
822,0.9090909090909091
823,1.0
824,1.0
825,1.0
826,0.9375
827,1.0
828,1.0
829,0.9
830,0.8888888888888888
831,0.9411764705882353
832,0.8421052631578947
833,1.0
834,1.0
835,0.8333333333333334
836,1.0
837,1.0
838,0.875
839,1.0
840,1.0
841,1.0
842,0.9047619047619048
843,0.9
844,0.9565217391304348
845,0.75
846,0.8181818181818182
847,0.9130434782608695
848,1.0
849,1.0
850,0.9
851,1.0
852,0.8846153846153846
853,1.0
854,1.0
855,1.0
856,0.9090909090909091
857,0.9230769230769231
858,0.9166666666666666
859,1.0
860,1.0
861,1.0
862,1.0
863,0.9444444444444444
864,1.0
865,1.0
866,0.9375
867,0.95
868,0.9333333333333333
869,1.0
870,1.0
871,1.0
872,1.0
873,0.9565217391304348
874,1.0
875,1.0
876,1.0
877,1.0
878,0.9090909090909091
879,1.0
880,1.0
881,1.0
882,1.0
883,0.9230769230769231
884,1.0
885,0.9333333333333333
886,1.0
887,1.0
888,1.0
889,0.9
890,0.9333333333333333
891,1.0
892,1.0
893,1.0
894,1.0
895,0.9333333333333333
896,0.8333333333333334
897,1.0
898,1.0
899,1.0
900,0.9565217391304348
901,0.9130434782608695
902,1.0
903,0.875
904,0.9393939393939394
905,1.0
906,1.0
907,1.0
908,1.0
909,1.0
910,1.0
911,1.0
912,1.0
913,1.0
914,0.9333333333333333
915,0.9565217391304348
916,1.0
917,0.95
918,1.0
919,0.9090909090909091
920,0.9444444444444444
921,1.0
922,1.0
923,1.0
924,1.0
925,0.9411764705882353
926,0.9375
927,1.0
928,1.0
929,0.9523809523809523
930,1.0
931,0.96
932,0.9512195121951219
933,0.92
934,1.0
935,1.0
936,1.0
937,1.0
938,0.9
939,1.0
940,1.0
941,0.9
942,1.0
943,1.0
944,0.8333333333333334
945,1.0
946,1.0
947,0.9090909090909091
948,1.0
949,0.9411764705882353
950,1.0
951,1.0
952,0.8888888888888888
953,0.9230769230769231
954,1.0
955,0.8888888888888888
956,1.0
957,0.9696969696969697
958,1.0
959,1.0
960,1.0
961,1.0
962,1.0
963,1.0
964,1.0
965,0.75
966,1.0
967,1.0
968,1.0
969,0.8333333333333334
970,1.0
971,1.0
972,1.0
973,0.9722222222222222
974,1.0
975,1.0
976,0.9545454545454546
977,1.0
978,0.9166666666666666
979,0.9090909090909091
980,0.9333333333333333
981,0.9743589743589743
982,0.875
983,1.0
984,1.0
985,0.8666666666666667
986,1.0
987,0.9333333333333333
988,1.0
989,1.0
990,1.0
991,0.8235294117647058
992,1.0
993,1.0
994,0.967741935483871
995,1.0
996,1.0
997,0.9090909090909091
998,0.9
999,1.0
1000,1.0
1001,1.0
1002,1.0
1003,1.0
1004,1.0
1005,1.0
1006,1.0
1007,0.9444444444444444
1008,1.0
1009,1.0
1010,0.9411764705882353
1011,1.0
1012,1.0
1013,0.9230769230769231
1014,0.9375
1015,1.0
1016,1.0
1017,0.9583333333333334
1018,1.0
1019,1.0
1020,1.0
1021,1.0
1022,0.9230769230769231
1023,1.0
1024,1.0
1025,1.0
1026,1.0
1027,1.0
1028,1.0
1029,1.0
1030,1.0
1031,0.9615384615384616
1032,1.0
1033,1.0
1034,1.0
1035,1.0
1036,1.0
1037,0.9375
1038,1.0
1039,1.0
1040,1.0
1041,0.9565217391304348
1042,1.0
1043,0.9090909090909091
1044,1.0
1045,1.0
1046,1.0
1047,1.0
1048,1.0
1049,0.8333333333333334
1050,0.8888888888888888
1051,1.0
1052,1.0
1053,1.0
1054,1.0
1055,1.0
1056,0.8888888888888888
1057,0.95
1058,0.9375
1059,1.0
1060,0.9298245614035088
1061,0.9230769230769231
1062,1.0
1063,1.0
1064,0.9285714285714286
1065,1.0
1066,1.0
1067,1.0
1068,1.0
1069,1.0
1070,1.0
1071,1.0
1072,1.0
1073,1.0
1074,1.0
1075,0.9629629629629629
1076,1.0
1077,0.875
1078,1.0
1079,0.9
1080,1.0
1081,0.9285714285714286
1082,1.0
1083,1.0
1084,0.9333333333333333
1085,1.0
1086,1.0
1087,1.0
1088,1.0
1089,0.9298245614035088
1090,1.0
1091,1.0
1092,0.9090909090909091
1093,1.0
1094,0.9714285714285714
1095,1.0
1096,0.9444444444444444
1097,1.0
1098,1.0
1099,0.9
1100,1.0
1101,1.0
1102,0.8461538461538461
1103,0.9473684210526315
1104,1.0
1105,1.0
1106,1.0
1107,0.9
1108,1.0
1109,0.9090909090909091
1110,0.9375
1111,1.0
1112,1.0
1113,1.0
1114,1.0
1115,0.9285714285714286
1116,0.6666666666666666
1117,1.0
1118,1.0
1119,1.0
1120,1.0
1121,1.0
1122,1.0
1123,0.9642857142857143
1124,1.0
1125,1.0
1126,0.9545454545454546
1127,1.0
1128,1.0
1129,1.0
1130,1.0
1131,1.0
1132,0.9444444444444444
1133,1.0
1134,1.0
1135,1.0
1136,0.8461538461538461
1137,0.9473684210526315
1138,0.9166666666666666
1139,0.9629629629629629
1140,1.0
1141,1.0
1142,0.9666666666666667
1143,0.8571428571428571
1144,0.9565217391304348
1145,1.0
1146,1.0
1147,0.9333333333333333
1148,0.8533333333333334
1149,0.9090909090909091
1150,0.9285714285714286
1151,1.0
1152,0.9090909090909091
1153,1.0
1154,0.9047619047619048
1155,0.9473684210526315
1156,0.8888888888888888
1157,1.0
1158,1.0
1159,1.0
1160,1.0
1161,1.0
1162,0.875
1163,1.0
1164,1.0
1165,0.9615384615384616
1166,0.88
1167,1.0
1168,1.0
1169,1.0
1170,1.0
1171,0.9333333333333333
1172,0.9090909090909091
1173,0.9375
1174,1.0
1175,0.7894736842105263
1176,1.0
1177,1.0
1178,0.92
1179,1.0
1180,1.0
1181,0.9130434782608695
1182,0.8
1183,1.0
1184,1.0
1185,0.9285714285714286
1186,1.0
1187,1.0
1188,1.0
1189,1.0
1190,1.0
1191,0.9333333333333333
1192,1.0
1193,0.9473684210526315
1194,0.9333333333333333
1195,0.9
1196,0.9583333333333334
1197,1.0
1198,0.9230769230769231
1199,1.0
1200,1.0
1201,1.0
1202,1.0
1203,1.0
1204,1.0
1205,0.9166666666666666
1206,1.0
1207,0.8421052631578947
1208,1.0
1209,0.9651162790697675
1210,1.0
1211,0.8888888888888888
1212,1.0
1213,0.9285714285714286
1214,1.0
1215,1.0
1216,0.9166666666666666
1217,1.0
1218,1.0
1219,1.0
1220,0.9565217391304348
1221,0.75
1222,1.0
1223,1.0
1224,1.0
1225,0.9642857142857143
1226,1.0
1227,1.0
1228,1.0
1229,1.0
1230,0.9285714285714286
1231,1.0
1232,1.0
1233,1.0
1234,0.9411764705882353
1235,1.0
1236,1.0
1237,0.9
1238,1.0
1239,0.8333333333333334
1240,1.0
1241,1.0
1242,1.0
1243,1.0
1244,1.0
1245,0.8888888888888888
1246,0.9166666666666666
1247,0.8888888888888888
1248,1.0
1249,1.0
1250,0.9285714285714286
1251,0.9230769230769231
1252,1.0
1253,1.0
1254,0.9
1255,1.0
1256,0.9
1257,1.0
1258,0.875
1259,1.0
1260,1.0
1261,1.0
1262,1.0
1263,0.9523809523809523
1264,1.0
1265,0.7
1266,0.9642857142857143
1267,1.0
1268,1.0
1269,1.0
1270,1.0
1271,1.0
1272,0.9411764705882353
1273,0.9166666666666666
1274,1.0
1275,1.0
1276,0.9565217391304348
1277,0.8
1278,0.92
1279,1.0
1280,0.9473684210526315
1281,1.0
1282,1.0
1283,1.0
1284,1.0
1285,1.0
1286,1.0
1287,0.9
1288,0.8823529411764706
1289,0.9545454545454546
1290,0.9473684210526315
1291,0.6666666666666666
1292,0.875
1294,1.0
1295,1.0
1296,1.0
1297,1.0
1298,1.0
1299,0.9411764705882353
1300,1.0
1301,0.9852941176470589
1302,1.0
1303,1.0
1304,1.0
1305,0.9
1306,0.9
1307,0.8571428571428571
1308,0.8571428571428571
1309,0.8571428571428571
1310,1.0
1311,1.0
1312,0.9230769230769231
1313,0.8333333333333334
1314,1.0
1315,1.0
1316,0.8461538461538461
1317,1.0
1318,1.0
1319,0.9285714285714286
1320,1.0
1321,0.875
1322,1.0
1323,1.0
1324,0.9491525423728814
1325,1.0
1326,0.8888888888888888
1327,1.0
1328,1.0
1329,0.9090909090909091
1330,0.8461538461538461
1331,1.0
1332,1.0
1333,1.0
1334,1.0
1335,1.0
1336,0.8823529411764706
1337,1.0
1338,1.0
1339,1.0
1340,1.0
1341,1.0
1342,1.0
1343,0.8666666666666667
1344,1.0
1345,1.0
1346,0.8571428571428571
1347,0.9285714285714286
1348,1.0
1349,1.0
1350,1.0
1351,1.0
1352,1.0
1353,1.0
1354,1.0
1355,1.0
1356,1.0
1357,0.9
1358,1.0
1359,1.0
1360,0.9166666666666666
1361,1.0
1362,1.0
1363,1.0
1364,0.8888888888888888
1365,1.0
1366,0.8333333333333334
1367,1.0
1368,1.0
1369,0.9375
1370,1.0
1371,0.8
1372,0.9411764705882353
1373,0.9473684210526315
1374,1.0
1375,1.0
1376,1.0
1377,1.0
1378,1.0
1379,0.9166666666666666
1380,0.9666666666666667
1381,0.875
1382,1.0
1383,0.9583333333333334
1384,0.9285714285714286
1385,1.0
1386,1.0
1387,1.0
1388,0.9230769230769231
1389,1.0
1390,1.0
1391,0.8787878787878788
1392,1.0
1393,0.8888888888888888
1394,0.875
1395,0.9629629629629629
1396,1.0
1398,1.0
1399,1.0
1400,1.0
1401,0.8857142857142857
1402,1.0
1403,1.0
1404,1.0
1405,1.0
1406,0.8888888888888888
1407,0.8333333333333334
1408,0.92
1409,1.0
1410,1.0
1411,0.9545454545454546
1412,1.0
1413,0.95
1414,1.0
1415,1.0
1416,1.0
1417,1.0
1418,1.0
1419,0.9523809523809523
1420,0.9333333333333333
1421,1.0
1422,0.9
1423,0.75
1424,1.0
1425,0.875
1426,1.0
1427,0.9230769230769231
1428,1.0
1429,1.0
1430,1.0
1431,0.9545454545454546
1432,1.0
1433,1.0
1434,0.9375
1435,1.0
1436,1.0
1437,0.9230769230769231
1438,0.75
1439,1.0
1440,0.8571428571428571
1441,0.3333333333333333
1442,0.9523809523809523
1443,1.0
1444,1.0
1445,0.88
1446,1.0
1447,1.0
1448,1.0
1449,0.9411764705882353
1450,1.0
1451,0.9285714285714286
1452,1.0
1453,1.0
1454,1.0
1455,1.0
1456,0.9285714285714286
1457,1.0
1458,1.0
1459,1.0
1460,1.0
1461,1.0
1462,1.0
1463,1.0
1464,0.9230769230769231
1465,1.0
1466,1.0
1467,1.0
1468,1.0
1469,1.0
1470,1.0
1471,1.0
1472,1.0
1473,0.9090909090909091
1474,1.0
1475,1.0
1476,0.9411764705882353
1477,1.0
1478,0.9629629629629629
1479,1.0
1480,0.8888888888888888
1481,1.0
1482,0.9444444444444444
1483,1.0
1484,0.75
1485,0.9375
1486,1.0
1487,1.0
1488,0.95
1489,1.0
1490,1.0
1491,1.0
1492,0.9545454545454546
1493,0.8333333333333334
1494,1.0
1495,0.8333333333333334
1496,1.0
1497,1.0
1498,1.0
1499,1.0
1500,1.0
1502,1.0
1503,1.0
1504,1.0
1505,0.9015151515151515
1506,1.0
1507,0.75
1508,1.0
1509,1.0
1510,1.0
1511,0.9615384615384616
1512,1.0
1513,1.0
1514,0.9047619047619048
1515,1.0
1516,1.0
1517,1.0
1518,1.0
1519,1.0
1520,1.0
1521,1.0
1522,1.0
1523,1.0
1524,1.0
1525,1.0
1526,1.0
1527,0.9230769230769231
1528,1.0
1529,1.0
1530,1.0
1531,1.0
1532,0.8666666666666667
1533,1.0
1534,0.9230769230769231
1535,0.9
1536,0.9047619047619048
1537,0.9090909090909091
1538,0.8571428571428571
1539,1.0
1540,1.0
1541,0.8888888888888888
1542,0.9230769230769231
1543,1.0
1544,0.9529411764705882
1545,0.9
1546,0.9090909090909091
1547,1.0
1548,0.8333333333333334
1549,1.0
1550,0.9090909090909091
1551,0.9230769230769231
1552,1.0
1553,1.0
1554,1.0
1555,1.0
1556,1.0
1557,1.0
1558,1.0
1559,1.0
1560,1.0
1561,1.0
1562,0.875
1563,1.0
1564,1.0
1565,1.0
1566,1.0
1567,1.0
1568,0.9230769230769231
1569,0.9333333333333333
1570,1.0
1571,0.9090909090909091
1572,1.0
1573,1.0
1575,1.0
1576,1.0
1577,1.0
1578,1.0
1579,1.0
1580,0.9230769230769231
1581,1.0
1582,0.9333333333333333
1583,1.0
1584,0.9285714285714286
1585,0.9090909090909091
1586,1.0
1587,1.0
1588,1.0
1589,1.0
1590,0.9411764705882353
1591,1.0
1592,0.9090909090909091
1593,1.0
1594,0.9333333333333333
1595,1.0
1596,1.0
1597,1.0
1598,1.0
1599,0.9411764705882353
1600,1.0
1601,0.9444444444444444
1602,0.7777777777777778
1603,1.0
1604,0.9444444444444444
1605,1.0
1606,0.9230769230769231
1607,1.0
1608,1.0
1609,1.0
1610,1.0
1611,0.9230769230769231
1612,1.0
1613,1.0
1614,1.0
1615,1.0
1616,0.96
1617,1.0
1618,1.0
1619,1.0
1620,1.0
1621,1.0
1622,1.0
1623,1.0
1624,1.0
1625,1.0
1626,1.0
1627,1.0
1628,1.0
1629,1.0
1630,1.0
1631,0.75
1632,1.0
1633,0.9230769230769231
1634,0.9444444444444444
1635,1.0
1636,0.9605263157894737
1637,1.0
1638,1.0
1639,0.9166666666666666
1640,1.0
1641,0.875
1642,1.0
1643,1.0
1644,1.0
1645,1.0
1646,1.0
1647,0.9411764705882353
1648,0.9375
1649,0.9772727272727273
1650,1.0
1651,1.0
1652,1.0
1653,1.0
1654,1.0
1655,1.0
1656,1.0
1657,0.9545454545454546
1658,0.9230769230769231
1659,0.9230769230769231
1660,0.9333333333333333
1661,0.9
1662,1.0
1663,1.0
1664,0.8571428571428571
1665,1.0
1666,1.0
1667,0.8
1668,1.0
1669,0.9
1670,1.0
1671,1.0
1672,0.9166666666666666
1673,0.9
1674,0.9375
1675,1.0
1676,0.9444444444444444
1677,1.0
