time,(sum(pos) / count(pos) AS `Percentage of positive`)
2017-04-24,0.1237785016286645
2017-04-25,0.1326530612244898
2017-04-26,0.12598425196850394
2017-04-27,0.08695652173913043
2017-04-28,0.13694267515923567
2017-04-29,0.10714285714285714
2017-04-30,0.11261261261261261
2017-05-01,0.08757062146892655
2017-05-02,0.12064343163538874
2017-05-03,0.08446866485013624
2017-05-04,0.08414872798434442
2017-05-05,0.12121212121212122
2017-05-06,0.13725490196078433
2017-05-07,0.16964285714285715
2017-05-08,0.10840108401084012
2017-05-09,0.10823909531502424
2017-05-10,0.10931174089068826
2017-05-11,0.10832025117739404
2017-05-12,0.08282828282828283
2017-05-13,0.09480122324159021
2017-05-14,0.11301369863013698
2017-05-15,0.10236220472440945
2017-05-16,0.1264559068219634
2017-05-17,0.11179173047473201
2017-05-18,0.1038961038961039
2017-05-19,0.11986863711001643
2017-05-20,0.11074918566775244
2017-05-21,0.109717868338558
2017-05-22,0.10138248847926268
2017-05-23,0.11182795698924732
2017-05-24,0.1224105461393597
2017-05-25,0.10754716981132076
2017-05-26,0.10756972111553785
2017-05-27,0.08264462809917356
2017-05-28,0.13595166163141995
2017-05-29,0.13090909090909092
2017-05-30,0.096
2017-05-31,0.0826271186440678
2017-06-01,0.10633946830265849
2017-06-02,0.11581291759465479
2017-06-03,0.11522633744855967
2017-06-04,0.12790697674418605
2017-06-05,0.1075
2017-06-06,0.10412147505422993
2017-06-07,0.08358208955223881
2017-06-08,0.10740740740740741
2017-06-09,0.10982658959537572
2017-06-10,0.09349593495934959
2017-06-11,0.10276679841897234
2017-06-12,0.08991825613079019
2017-06-13,0.13553113553113552
2017-06-14,0.0905587668593449
2017-06-15,0.11842105263157894
2017-06-16,0.11428571428571428
2017-06-17,0.0996309963099631
2017-06-18,0.11740890688259109
2017-06-19,0.147239263803681
2017-06-20,0.12987012987012986
2017-06-21,0.09420289855072464
2017-06-22,0.09644670050761421
2017-06-23,0.09065934065934066
2017-06-24,0.08571428571428572
2017-06-25,0.092
2017-06-26,0.09713024282560706
2017-06-27,0.08740359897172237
2017-06-28,0.11688311688311688
2017-06-29,0.09703504043126684
2017-06-30,0.11779448621553884
2017-07-01,0.14015151515151514
2017-07-02,0.16149068322981366
2017-07-03,0.1342281879194631
2017-07-04,0.12749003984063745
2017-07-05,0.12090680100755667
2017-07-06,0.1388101983002833
2017-07-07,0.12658227848101267
2017-07-08,0.13304721030042918
2017-07-09,0.16058394160583941
2017-07-10,0.08504398826979472
2017-07-11,0.09872029250457039
2017-07-12,0.10204081632653061
2017-07-13,0.05390835579514825
2017-07-14,0.1
2017-07-15,0.0931899641577061
2017-07-16,0.12217194570135746
2017-07-17,0.1151685393258427
2017-07-18,0.10079575596816977
2017-07-19,0.10617283950617284
2017-07-20,0.11138613861386139
2017-07-21,0.13253012048192772
2017-07-22,0.13286713286713286
2017-07-23,0.11646586345381527
2017-07-24,0.1407766990291262
2017-07-25,0.11591355599214145
2017-07-26,0.08849557522123894
2017-07-27,0.1092436974789916
2017-07-28,0.10557768924302789
2017-07-29,0.10839160839160839
2017-07-30,0.11764705882352941
2017-07-31,0.09866666666666667
2017-08-01,0.09195402298850575
2017-08-02,0.12207792207792208
2017-08-03,0.1279317697228145
2017-08-04,0.12987012987012986
2017-08-05,0.1377952755905512
2017-08-06,0.13106796116504854
2017-08-07,0.125
2017-08-08,0.11343283582089553
2017-08-09,0.12401055408970976
2017-08-10,0.11031175059952038
2017-08-11,0.12420382165605096
2017-08-12,0.13157894736842105
2017-08-13,0.08743169398907104
2017-08-14,0.1152073732718894
2017-08-15,0.12418300653594772
2017-08-16,0.1320450885668277
2017-08-17,0.10839160839160839
2017-08-18,0.11440677966101695
2017-08-19,0.11971830985915492
2017-08-20,0.0970873786407767
2017-08-21,0.11180124223602485
2017-08-22,0.11458333333333333
2017-08-23,0.11614730878186968
2017-08-24,0.12573099415204678
2017-08-25,0.11917098445595854
2017-08-26,0.12704918032786885
2017-08-27,0.11026615969581749
2017-08-28,0.12779552715654952
2017-08-29,0.13402061855670103
2017-08-30,0.15542521994134897
2017-08-31,0.1037463976945245
2017-09-01,0.10861423220973783
2017-09-02,0.11042944785276074
2017-09-03,0.12162162162162163
2017-09-04,0.16602316602316602
2017-09-05,0.13687150837988826
2017-09-06,0.11576354679802955
2017-09-07,0.12171052631578948
2017-09-08,0.10294117647058823
2017-09-09,0.16111111111111112
2017-09-10,0.11052631578947368
2017-09-11,0.12643678160919541
2017-09-12,0.11295681063122924
2017-09-13,0.10185185185185185
2017-09-14,0.11798839458413926
2017-09-15,0.10835214446952596
2017-09-16,0.06467661691542288
2017-09-17,0.11894273127753303
2017-09-18,0.13131313131313133
2017-09-19,0.11526479750778816
2017-09-20,0.11864406779661017
2017-09-21,0.09585492227979274
2017-09-22,0.11931818181818182
2017-09-23,0.09163346613545817
2017-09-24,0.10204081632653061
2017-09-25,0.10136986301369863
2017-09-26,0.11475409836065574
2017-09-27,0.14357682619647355
2017-09-28,0.09554140127388536
2017-09-29,0.11661807580174927
2017-09-30,0.1171875
2017-10-01,0.1565217391304348
2017-10-02,0.11226611226611227
2017-10-03,0.10918114143920596
2017-10-04,0.09893048128342247
2017-10-05,0.07854984894259819
2017-10-06,0.11182108626198083
2017-10-07,0.1323529411764706
2017-10-08,0.10196078431372549
2017-10-09,0.11148648648648649
2017-10-10,0.125
2017-10-11,0.1179245283018868
2017-10-12,0.11970074812967581
2017-10-13,0.11884057971014493
2017-10-14,0.11004784688995216
2017-10-15,0.1
2017-10-16,0.10509554140127389
2017-10-17,0.0755813953488372
2017-10-18,0.11818181818181818
2017-10-19,0.08403361344537816
2017-10-20,0.10075566750629723
2017-10-21,0.10328638497652583
2017-10-22,0.08196721311475409
2017-10-23,0.11746031746031746
2017-10-24,0.11082474226804123
2017-10-25,0.10741687979539642
2017-10-26,0.09792284866468842
2017-10-27,0.09893048128342247
2017-10-28,0.0851063829787234
2017-10-29,0.10793650793650794
2017-10-30,0.12926391382405744
2017-10-31,0.10416666666666667
2017-11-01,0.12
2017-11-02,0.09484536082474226
2017-11-03,0.13670411985018727
2017-11-04,0.12052117263843648
2017-11-05,0.15100671140939598
2017-11-06,0.09289617486338798
2017-11-07,0.10367170626349892
2017-11-08,0.1802030456852792
2017-11-09,0.09692671394799054
2017-11-10,0.10833333333333334
2017-11-11,0.16
2017-11-12,0.14671814671814673
2017-11-13,0.12334801762114538
2017-11-14,0.09774436090225563
2017-11-15,0.09669211195928754
2017-11-16,0.08818011257035648
2017-11-17,0.12280701754385964
2017-11-18,0.12608695652173912
2017-11-19,0.12043795620437957
2017-11-20,0.10919540229885058
2017-11-21,0.13404825737265416
2017-11-22,0.07210031347962383
2017-11-23,0.1141552511415525
2017-11-24,0.1111111111111111
2017-11-25,0.116751269035533
2017-11-26,0.0958904109589041
2017-11-27,0.08695652173913043
2017-11-28,0.11940298507462686
2017-11-29,0.07671232876712329
2017-11-30,0.11752988047808766
2017-12-01,0.09523809523809523
2017-12-02,0.11139896373056994
2017-12-03,0.11428571428571428
2017-12-04,0.10480349344978165
2017-12-05,0.08979591836734693
2017-12-06,0.10191082802547771
2017-12-07,0.10956175298804781
2017-12-08,0.08
2017-12-09,0.10526315789473684
2017-12-10,0.0946372239747634
2017-12-11,0.10236220472440945
2017-12-12,0.12057667103538663
2017-12-13,0.10881801125703565
2017-12-14,0.1187648456057007
2017-12-15,0.1089588377723971
2017-12-16,0.10676156583629894
2017-12-17,0.11387900355871886
2017-12-18,0.11989795918367346
2017-12-19,0.10840108401084012
2017-12-20,0.10344827586206896
2017-12-21,0.09749303621169916
2017-12-22,0.1461794019933555
2017-12-23,0.185
2017-12-24,0.08370044052863436
2017-12-25,0.09883720930232558
2017-12-26,0.11587982832618025
2017-12-27,0.09926470588235294
2017-12-28,0.13468013468013468
2017-12-29,0.12903225806451613
2017-12-30,0.10416666666666667
2017-12-31,0.1125
2018-01-01,0.0989010989010989
2018-01-02,0.09846153846153846
2018-01-03,0.10837438423645321
2018-01-04,0.0861244019138756
2018-01-05,0.07371007371007371
2018-01-06,0.08239700374531835
2018-01-07,0.0931899641577061
2018-01-08,0.13624678663239073
2018-01-09,0.1
2018-01-10,0.12615384615384614
2018-01-11,0.0973630831643002
2018-01-12,0.13163064833005894
2018-01-13,0.09897610921501707
2018-01-14,0.11940298507462686
2018-01-15,0.11313868613138686
2018-01-16,0.09873417721518987
2018-01-17,0.143646408839779
2018-01-18,0.11253196930946291
2018-01-19,0.09542743538767395
2018-01-20,0.1
2018-01-21,0.11336032388663968
2018-01-22,0.12990196078431374
2018-01-23,0.1073170731707317
2018-01-24,0.0898876404494382
2018-01-25,0.09090909090909091
2018-01-26,0.09647058823529411
2018-01-27,0.08733624454148471
2018-01-28,0.10043668122270742
2018-01-29,0.09838709677419355
2018-01-30,0.10220125786163523
2018-01-31,0.0859538784067086
2018-02-01,0.08083140877598152
2018-02-02,0.11609907120743033
2018-02-03,0.11513157894736842
2018-02-04,0.10320284697508897
2018-02-05,0.12010443864229765
2018-02-06,0.12709832134292565
2018-02-07,0.11349036402569593
2018-02-08,0.11528822055137844
2018-02-09,0.1015625
2018-02-10,0.07423580786026202
2018-02-11,0.09134615384615384
2018-02-12,0.11549295774647887
2018-02-13,0.09974424552429667
2018-02-14,0.10684931506849316
2018-02-15,0.11604095563139932
2018-02-16,0.10909090909090909
2018-02-17,0.12028301886792453
2018-02-18,0.11021505376344086
2018-02-19,0.12525667351129363
2018-02-20,0.06540084388185655
2018-02-21,0.10752688172043011
2018-02-22,0.09312977099236641
2018-02-23,0.10176125244618395
2018-02-24,0.12857142857142856
2018-02-25,0.1111111111111111
2018-02-26,0.11572052401746726
2018-02-27,0.1036036036036036
2018-02-28,0.08527131782945736
